AttendanceID,EmployeeID,AttendanceDate,Status,HoursWorked,OvertimeHours
5420,267,2025-03-19,Absent,0.0,0.0
5421,267,2025-03-30,Present,8.6,0.0
5422,267,2025-06-01,Present,7.4,0.0
5423,267,2025-02-27,Present,8.3,0.0
5424,267,11/08/2025,Present,7.4,0.0
5425,267,2025-07-25,Present,7.3,0.5
5426,267,2025-10-26,Absent,0.0,0.0
5427,268,2025-06-17,Present,8.6,0.0
5428,268,2025-07-19,Present,7.9,0.0
5429,268,2025-03-10,Present,7.3,0.0
5430,268,2025-01-22,Present,7.8,0.0
5431,268,2025-09-15,Present,7.4,0.0
5432,268,23-Nov-2025,Present,9.4,0.0
5433,268,2025-06-10,PRESENT,7.8,0.0
5434,268,18/07/2025,Present,7.8,0.0
5435,268,2025-07-24,Present,9.1,0.0
5436,268,02-Mar-2025,Present,8.6,0.0
5437,268,2025-04-22,Present,8.8,0.0
5438,268,2025-11-09,Present,8.6,0.0
5439,268,16/03/2025,Present,,0.0
5440,268,09/01/2025,Present,7.5,
5441,268,2025-05-26,Present,9.1,0.0
5442,268,2025-04-22,Present,8.5,2.8
5443,268,2025-09-06,Present,8.6,0.0
5444,268,2025-10-18,Present,7.1,0.0
5445,268,27-Feb-2025,Late,5.2,0.0
5446,268,08-17-2025,Present,9.4,0.0
5447,268,2025-10-29,Present,8.3,
5448,268,2025-05-23,Present,7.9,0.0
5449,268,2025-11-30,Present,8.9,0.0
5450,268,2025-02-26,Present,8.3,0.5
5451,268,2025-04-23,Present,8.8,0.0
5452,269,11/01/2025,Present,8.8,0.0
5453,269,2025-12-28,Absent,0.0,0.0
5454,269,2025-01-03,Present,7.4,0.0
5455,269,2025-03-24, Present,9.4,0.0
5456,269,2025-07-22,Late,5.2,2.1
5457,269,2025-06-14,Present,7.3,0.0
5458,269,2025-04-02,Leave,0.0,
5459,269,29-Sep-2025,Present,8.5,0.0
5460,269,2025-01-01,Present,7.9,0.0
5461,269,2025-03-24,Present,7.9,0.0
5462,269,2025-11-12,Absent,0.0,0.0
5463,269,2025-10-17,Present,9.1,0.5
5464,269,2025-08-19,Present,9.0,0.0
5465,269,2025-03-25,Present,8.4,0.0
5466,269,2025-05-05,Present,9.5,0.0
5467,269,2025-10-12,Present,8.5,0.0
5468,269,2025-09-14, Present,7.1,
5469,269,2025-04-15,Late,4.7,0.0
5470,269,2025-02-12,Present,9.2,0.0
5471,269,2025-11-20,Present,9.1,0.0
5472,269,2025-07-26,Late,5.5,0.0
5473,270,2025-05-07,Present,8.5,0.0
5474,270,25-Feb-2025,Absent,,
5475,270,2025-02-08,ABSENT,0.0,0.0
5476,270,2025-12-06,PRESENT,8.2,0.0
5477,270,2025-04-26,Present,9.4,0.0
5478,270,2025-12-11,Present,9.4,0.0
5479,270,2025-04-25,Late,7.5,0.0
5480,270,2025-11-04,Present,9.2,3.7
5481,270,2025-09-02,Late,5.2,0.0
5482,270,2025-12-25,Absent,0.0,0.0
5483,270,2025-09-04,Present,9.1,3.0
5484,270,2025-01-23,Present,9.4,0.0
5485,270,2025-07-09,Present,8.4,0.0
5486,270,2025-11-22,Present,7.2,0.0
5487,270,2025-02-21,Present,,0.0
5488,270,2025-05-07,Present,8.7,0.0
5489,270,2025-08-28,Present,7.6,0.0
5490,270,2025-03-01,Present,8.0,0.0
5491,270,26/02/2025,Late,6.3,0.0
5492,270,2025-10-24,Present,7.9,0.0
5493,270,2025-10-05,Present,7.9,0.0
5494,270,09-12-2025,Absent,0.0,0.0
5495,270,2025-12-12,Absent,0.0,0.0
5496,270,03-19-2025,Present,7.3,0.0
5497,270,2025-12-23,Present,9.4,0.0
5498,270,2025-07-16,Present,8.9,0.0
5499,270,2025-07-01,PRESENT,7.0,3.2
5500,270,2025-06-15,Present,8.8,
5501,270,2025-09-17,Present,7.0,0.0
5502,270,2025-03-25,Late,5.6,0.0
5503,270,2025-05-20,Present,8.5,0.0
5504,271,2025-01-05,Present,8.1,0.0
5505,271,03-11-2025,Present,8.9,0.0
5506,271,2025-08-16,Present,8.1,0.0
5507,271,2025-11-13,Present,7.4,0.0
5508,271,06-05-2025,Absent,,0.0
5509,271,2025-08-13,Present,9.4,0.0
5510,271,2025-01-12,Present,7.6,
5511,271,2025-11-01,Present,8.8,0.0
5512,271,2025-09-12,Leave,0.0,0.0
5513,271,06-30-2025,Present,7.4,0.0
5514,271,2025-05-26,Present,7.8,2.0
5515,271,2025-09-18,Late,5.1,0.0
5516,271,2025-09-16,Present,8.1,1.1
5517,271,25/08/2025,Late,6.2,0.0
5518,271,2025-09-23,Present,8.7,0.0
5519,271,2025-07-24,Present,7.2,0.0
5520,271,2025-10-01,Absent,0.0,0.0
5521,271,2025-07-14,Present,9.2,0.0
5522,271,2025-01-15,Present,7.5,0.0
5523,272,2025-11-06,Absent,0.0,0.0
5524,272,24-Nov-2025, Present,7.6,0.0
5525,272,2025-01-06, Late,6.5,0.0
5526,272,2025-01-17,Absent,0.0,0.0
5527,272,2025-03-13,Present,8.2,2.2
5528,272,2025-07-24,Late,4.9,0.0
5529,272,2025-02-01,Absent,0.0,0.0
5530,272,2025-10-06,Absent,0.0,0.0
5531,272,01-Oct-2025,Present,9.0,0.0
5532,272,2025-02-23,Present,8.5,1.0
5533,272,2025-10-04,Present,7.9,0.0
5534,272,07/12/2025,Present,9.0,0.0
5535,272,06-06-2025,Present,8.4,0.0
5536,272,2025-05-02,Present,7.3,0.0
5537,272,05-15-2025,Present,7.9,0.0
5538,273,2025-02-24,Present,7.6,0.0
5539,273,2025-05-02,Absent,0.0,0.0
5540,273,08-17-2025,Present,8.3,0.0
5541,273,2025-01-25,Absent,0.0,0.0
5542,273,2025-01-24,Present,9.1,0.0
5543,273,2025-12-14,Present,8.1,0.0
5544,273,2025-11-02,Present,8.1,0.0
5545,273,2025-07-03,Present,9.3,2.5
5546,273,2025-05-14,Present,8.4,0.0
5547,273,08-13-2025,Present,7.7,0.0
5548,273,2025-05-31,Present,8.5,0.0
5549,273,2025-09-15,Present,8.4,0.0
5550,273,2025-01-10,Present,8.0,0.0
5551,273,2025-03-24,Present,9.5,0.0
5552,273,2025-01-18,Absent,0.0,0.0
5553,273,20-Nov-2025,Present,9.2,0.0
5554,273,2025-12-19,Absent,0.0,
5555,273,2025-04-29,Present,8.9,0.0
5556,273,2025-05-10,ABSENT,0.0,0.0
5557,274,01/11/2025,Present,8.3,0.0
5558,274,2025-05-21,Present,8.2,0.0
5559,274,2025-10-14,Present,7.5,0.0
5560,274,2025-07-11,Absent,0.0,
5561,274,2025-01-20,Leave,0.0,0.0
5562,274,2025-03-06,Absent,0.0,0.0
5563,274,06-26-2025,Present,7.8,0.0
5564,274,02-Sep-2025,Absent,0.0,0.0
5565,274,2025-08-06,Present,8.9,0.0
5566,274,03-Apr-2025,Absent,0.0,0.0
5567,274,2025-01-05,late,5.9,0.0
5568,274,2025-11-22,Present,9.2,0.0
5569,274,2025-01-16,Absent,0.0,0.0
5570,274,07-Jun-2025,Present,7.4,0.0
5571,274,2025-10-05,Late,6.0,0.0
5572,274,2025-07-10,Present,8.6,0.0
5573,274,2025-06-17,Absent,0.0,0.0
5574,274,2025-04-29,Present,8.3,0.0
5575,274,2025-09-08,Present,9.2,0.0
5576,274,2025-05-28,Late,7.5,0.0
5577,275,2025-02-22,Absent,0.0,0.0
5578,275,2025-11-02,Absent,0.0,0.0
5579,275,2025-05-08,Late,4.8,0.0
5580,275,16-Feb-2025,Present,7.3,1.0
5581,275,2025-08-30,Absent,0.0,
5582,275,2025-11-24,Absent,0.0,0.0
5583,275,2025-08-26,Present,8.7,0.0
5584,275,2025-05-19,Present,7.9,0.0
5585,275,2025-05-07,Present,8.8,0.0
5586,275,2025-12-31,Present,8.0,0.0
5587,275,2025-03-29,Absent,0.0,0.0
5588,275,2025-12-09,Absent,0.0,0.0
5589,275,2025-12-15,Present,8.6,3.2
5590,275,2025-06-10,Absent,0.0,0.0
5591,275,03-01-2025,Present,8.4,0.0
5592,275,08/07/2025,Present,8.3,0.0
5593,275,2025-01-29,Absent,0.0,0.0
5594,275,2025-01-27,present,7.2,0.0
5595,275,2025-07-05,Absent,0.0,0.0
5596,275,2025-02-17,Absent,0.0,0.0
5597,275,2025-08-21,Absent,0.0,0.0
5598,276,30/08/2025,Present,8.0,0.0
5599,276,2025-04-20,Present,8.4,
5600,276,2025-08-13,Present,9.3,0.0
5601,276,2025-06-01,Leave,0.0,0.0
5602,276,2025-08-25,Leave,0.0,
5603,276,10-25-2025,Present,9.3,0.0
5604,276,2025-10-20,Present,9.1,0.0
5605,276,2025-11-05,Present,7.9,0.0
5606,276,2025-09-08,Present,8.8,1.9
5607,276,2025-04-10,Present,7.6,0.0
5608,276,2025-02-12,Present,7.9,0.7
5609,276,2025-04-13,Present,7.8,
5610,276,2025-11-04,Present,8.2,0.0
5611,276,2025-01-20,Present,9.4,0.0
5612,276,2025-03-31,Present,7.8,0.0
5613,276,2025-06-30,Present,9.3,0.0
5614,276,2025-09-01,Present,7.6,0.0
5615,276,2025-10-12,Present,7.5,0.0
5616,276,2025-02-02,Present,8.3,2.9
5617,276,2025-12-21,present,7.1,0.0
5618,277,2025-12-05,Late,5.2,0.0
5619,277,2025-04-26,Present,8.1,0.0
5620,277,09-20-2025,Absent,0.0,0.0
5621,277,2025-09-20,Present,7.8,
5622,277,2025-08-06,PRESENT,8.3,0.0
5623,277,2025-05-23,Present,7.4,0.0
5624,277,2025-09-03,Present,9.2,0.0
5625,277,2025-03-25,Present,7.7,0.0
5626,278,2025-02-03,PRESENT,8.8,0.0
5627,278,2025-07-22,Late,6.8,0.0
5628,278,2025-05-12,Present,9.4,0.0
5629,278,09/08/2025,Present,8.2,0.0
5630,278,2025-01-27,Present,8.5,0.0
5631,278,2025-01-15,Present,7.8,2.9
5632,278,2025-09-30,Present,8.2,
5633,278,2025-04-27,Present,8.1,0.0
5634,278,30/04/2025,Present,9.1,0.0
5635,278,2025-06-24,Late,4.7,0.0
5636,278,2025-10-04,Present,9.2,0.0
5637,278,2025-05-29,Present,9.1,0.0
5638,278,2025-05-31,present,8.3,0.0
5639,278,2025-09-21,Present,8.2,0.0
5640,278,2025-12-10,Present,7.9,0.0
5641,278,2025-07-09,Present,9.5,0.0
5642,278,2025-07-09,Present,7.3,0.0
5643,278,2025-06-18,Present,8.5,0.0
5644,278,2025-09-24,Late,6.5,0.0
5645,278,2025-02-26,present,9.3,3.2
5646,278,2025-03-15,Absent,0.0,0.0
5647,278,2025-10-26,Present,8.6,0.0
5648,278,2025-12-05,Present,7.3,0.0
5649,278,2025-02-07,Present,7.9,0.0
5650,278,2025-10-04,Late,4.9,0.0
5651,278,2025-08-20,Present,9.2,0.0
5652,278,2025-06-18,Present,8.9,0.0
5653,278,15-May-2025,Present,8.9,0.0
5654,278,2025-05-17,Present,8.6,0.0
5655,278,2025-09-12,Present,8.3,0.0
5656,278,2025-07-20,Present,7.4,1.7
5657,278,2025-04-04,Present,7.3,0.0
5658,279,2025-04-18,Present,8.8,0.0
5659,279,11/08/2025,Present,7.4,3.0
5660,279,2025-02-11,Present,8.7,0.0
5661,279,2025-09-09,Present,8.1,1.0
5662,279,2025-06-22,PRESENT,7.8,0.0
5663,279,2025-01-12,Present,7.8,0.0
5664,279,2025-10-21,Present,8.8,0.0
5665,279,02-23-2025,Present,7.3,0.0
5666,279,2025-07-09,Present,9.1,
5667,279,2025-08-06,Present,8.9,0.0
5668,279,2025-04-24,Present,7.5,0.0
5669,279,2025-11-18,Present,8.8,0.0
5670,279,2025-09-16,Present,8.7,3.1
5671,279,2025-08-26,Present,7.5,1.1
5672,279,2025-12-09,Present,7.6,1.8
5673,279,2025-07-22,Absent,0.0,0.0
5674,279,04-Mar-2025,Absent,0.0,0.0
5675,279,2025-05-04,Present,9.0,3.1
5676,279,2025-05-08,Present,9.3,0.0
5677,279,21/10/2025,Present,7.1,0.0
5678,279,11-27-2025,Present,7.0,0.0
5679,279,2025-05-05,Present,8.7,1.5
5680,279,2025-01-31,Present,7.8,
5681,279,10-01-2025,Present,8.4,0.0
5682,279,2025-03-04,Absent,0.0,0.0
5683,279,2025-06-17,ABSENT,0.0,0.0
5684,279,2025-03-11,present,7.3,0.0
5685,279,2025-04-16,Present,8.6,0.0
5686,280,2025-12-23,Present,7.8,0.0
5687,280,2025-04-16,Present,8.6,0.0
5688,280,2025-08-14,Late,7.0,0.0
5689,280,09-18-2025,Present,7.4,0.0
5690,280,06/05/2025,Present,9.3,0.0
5691,280,2025-11-13,Absent,0.0,0.0
5692,280,2025-01-04,Present,8.3,0.0
5693,280,2025-08-09,Late,7.3,
5694,280,2025-05-30,Present,7.5,0.0
5695,280,30-Nov-2025,present,8.5,0.0
5696,280,2025-07-12,Present,8.0,0.0
5697,281,2025-04-06,Present,8.9,0.0
5698,281,03-01-2025,Absent,0.0,0.0
5699,281,2025-05-29,Late,6.3,0.0
5700,281,2025-11-11,Absent,0.0,0.0
5701,281,2025-03-10,Present,8.2,0.0
5702,281,2025-08-30,PRESENT,9.3,0.0
5703,281,2025-03-23,Present,7.9,0.0
5704,281,2025-11-29,Present,7.5,2.6
5705,281,2025-05-08,Leave,0.0,0.0
5706,281,2025-09-24,Absent,0.0,0.0
5707,281,2025-05-11,Late,6.4,0.0
5708,281,16/12/2025,Present,8.1,2.2
5709,281,2025-02-23,Present,9.4,0.0
5710,281,2025-06-15,Present,8.8,
5711,281,2025-10-02,Present,7.3,0.0
5712,281,2025-06-03,Present,7.5,0.0
5713,282,2025-07-11,Present,9.4,3.0
5714,282,2025-12-09,Present,9.3,1.6
5715,282,09-09-2025,Present,8.9,
5716,282,15-Mar-2025,Present,7.7,0.0
5717,282,2025-03-10,Present,8.4,0.0
5718,282,22/02/2025,Present,8.6,0.0
5719,282,19/05/2025,Present,8.2,0.0
5720,282,2025-10-24,Present,9.1,0.0
5721,282,2025-04-19,Present,9.1,0.0
5722,282,2025-10-22,Present,9.1,0.0
5723,282,25/07/2025,Present,9.0,0.0
5724,283,2025-12-04,Present,8.2,
5725,283,12-21-2025,PRESENT,8.0,0.0
5726,283,2025-03-30,Present,9.1,0.0
5727,283,05-23-2025,Present,8.2,0.0
5728,283,2025-05-19,Present,7.6,0.0
5729,283,2025-06-29,Absent,0.0,0.0
5730,283,28/12/2025,Late,6.0,0.0
5731,283,2025-06-18,Present,7.4,0.0
5732,283,2025-03-11,Present,8.7,1.7
5733,283,2025-05-17,Present,7.7,3.8
5734,283,2025-08-06,Present,8.9,0.0
5735,283,03-03-2025,Present,9.0,
5736,283,2025-05-19,Present,8.6,0.0
5737,283,2025-01-18,Late,7.0,0.0
5738,283,2025-10-30,Present,8.9,0.0
5739,283,2025-02-03,Present,8.5,0.0
5740,283,08-29-2025,Present,9.4,0.0
5741,283,2025-09-20,Late,5.1,0.0
5742,283,2025-07-27,Leave,0.0,0.0
5743,283,2025-09-01,Present,9.4,0.0
5744,283,2025-02-18,Late,5.7,2.3
5745,283,2025-01-07,Present,7.3,2.4
5746,283,2025-06-28,Late,,0.0
5747,283,08-03-2025,Present,9.5,0.0
5748,284,2025-03-07,PRESENT,9.4,0.0
5749,284,2025-03-27,Present,9.4,0.0
5750,284,2025-02-04,Present,7.9,0.0
5751,284,2025-04-30,Present,9.5,0.0
5752,284,2025-12-01,Present,8.1,0.0
5753,284,04/01/2025,Leave,0.0,0.0
5754,284,2025-05-24,Absent,0.0,0.0
5755,284,2025-01-29,Present,9.1,0.0
5756,284,2025-10-30,Present,7.5,0.0
5757,284,17-Oct-2025,Late,6.0,0.0
5758,284,2025-05-03,Present,9.4,0.0
5759,284,2025-01-31,Present,9.4,0.0
5760,284,08/06/2025,Absent,0.0,0.0
5761,284,2025-11-21,Present,8.7,3.3
5762,284,2025-05-22,Present,7.4,0.0
5763,284,2025-10-28, Present,8.8,0.0
5764,284,2025-03-19,Present,8.5,0.0
5765,284,2025-10-22,present,7.2,
5766,284,2025-07-11,Absent,0.0,0.0
5767,284,2025-09-11,Present,7.3,0.0
5768,284,2025-04-05,Present,7.3,0.0
5769,284,2025-12-22,Present,8.8,0.0
5770,284,2025-08-03,Absent,0.0,0.0
5771,284,2025-10-01,Present,7.4,2.1
5772,284,09-Apr-2025,Present,7.9,0.0
5773,284,2025-02-20,Present,8.4,0.0
5774,284,2025-09-01,Absent,0.0,0.0
5775,285,07-Oct-2025, Present,8.8,0.0
5776,285,2025-03-28,Absent,0.0,0.0
5777,285,2025-03-19,Present,8.7,2.3
5778,285,2025-06-21,Present,8.2,0.0
5779,285,08-01-2025,Present,8.0,3.5
5780,285,04/07/2025,Present,7.8,0.0
5781,285,2025-10-26,Absent,0.0,0.0
5782,285,2025-06-23,Present,,0.0
5783,285,2025-01-16,Late,6.7,
5784,285,2025-03-11,Present,7.9,0.0
5785,285,2025-01-07,Absent,0.0,0.0
5786,285,2025-08-25,Present,9.1,0.0
5787,285,2025-04-08,Present,7.8,3.0
5788,285,2025-08-20,Present,7.1,1.8
5789,285,15/04/2025,Present,7.9,
5790,285,2025-01-22,Present,9.0,0.0
5791,286,2025-02-08,Present,9.4,0.0
5792,286,2025-04-06,Absent,0.0,0.0
5793,286,2025-05-10,Present,8.2,0.0
5794,286,2025-05-24,Present,9.1,0.0
5795,286,2025-09-11,Absent,0.0,0.0
5796,286,2025-03-27,Present,8.7,0.0
5797,286,2025-02-05,Present,9.4,3.3
5798,286,2025-05-12,Present,7.2,0.0
5799,286,2025-03-16,Present,8.8,0.0
5800,286,2025-05-31,Present,8.3,0.0
5801,286,2025-03-09,Late,4.5,1.4
5802,286,2025-11-28,Present,9.3,3.7
5803,286,2025-04-03,Leave,0.0,0.0
5804,286,2025-10-28,Present,9.0,3.9
5805,286,2025-12-07,Present,9.0,0.0
5806,286,2025-06-06,Present,7.0,0.0
5807,286,2025-08-31,Present,7.7,0.0
5808,286,2025-01-12,Leave,0.0,0.0
5809,286,2025-04-04,Present,7.1,0.0
5810,286,2025-06-11,Absent,0.0,0.0
5811,286,2025-03-08,Present,7.2,1.3
5812,286,2025-08-27,Present,8.3,0.0
5813,286,2025-10-13, Absent,0.0,0.0
5814,286,2025-12-13,Late,7.0,0.0
5815,286,21/12/2025,Present,9.2,0.0
5816,286,2025-02-27,Present,8.5,
5817,286,24/02/2025,Present,8.3,3.6
5818,286,2025-10-02,PRESENT,8.1,0.0
5819,286,2025-03-29,present,7.7,0.0
5820,286,2025-07-27,Present,9.3,0.0
5821,286,2025-11-07,Present,8.0,0.0
5822,286,2025-05-11,Present,8.3,0.0
5823,286,2025-09-21,Present,7.8,2.8
5824,286,26-Aug-2025,Present,9.5,0.6
5825,287,2025-01-05,Present,9.2,0.0
5826,287,22-Aug-2025,Absent,0.0,0.0
5827,287,2025-09-19,Present,7.0,0.0
5828,287,2025-12-03,Present,7.9,1.1
5829,287,2025-10-17,Absent,0.0,0.0
5830,287,17-Jan-2025,Present,8.9,0.0
5831,287,2025-10-18,Absent,0.0,0.0
5832,287,2025-08-12,Late,4.7,2.4
5833,287,2025-10-20,Present,7.7,0.0
5834,287,2025-04-14,Present,7.3,0.0
5835,287,2025-11-17,Absent,0.0,0.0
5836,287,2025-04-12,Present,8.9,0.0
5837,287,2025-05-23,Present,7.5,0.0
5838,287,2025-05-19,Present,7.6,0.0
5839,287,2025-09-16,Absent,0.0,0.0
5840,287,25/04/2025,Present,7.7,0.0
5841,287,2025-06-13,Absent,0.0,0.0
5842,287,2025-04-06,Absent,0.0,0.0
5843,287,2025-01-05,Absent,0.0,0.0
5844,288,2025-03-27,LEAVE,0.0,0.0
5845,288,2025-09-09,Present,8.5,0.0
5846,288,2025-01-08,Present,8.6,0.0
5847,288,2025-04-17,Present,7.0,1.3
5848,288,2025-01-11,Absent,0.0,0.0
5849,288,2025-09-23,Present,8.1,0.0
5850,288,2025-07-26,Present,7.8,0.0
5851,288,2025-11-10,ABSENT,0.0,0.0
5852,288,2025-09-22,Present,9.2,0.0
5853,288,10-18-2025,Present,9.0,2.7
5854,288,2025-03-02,Present,,3.0
5855,288,24/10/2025,Present,9.1,0.0
5856,288,2025-07-16,Present,8.5,0.0
5857,288,2025-03-19,Present,9.0,
5858,288,2025-09-11,Leave,0.0,0.0
5859,288,2025-08-22,Present,8.4,0.0
5860,288,2025-09-30,Present,7.8,0.0
5861,288,24/08/2025,Present,8.9,0.0
5862,288,2025-07-18,Absent,0.0,0.0
5863,288,2025-06-22,present,7.5,0.0
5864,289,2025-02-12,Present,8.9,0.0
5865,289,2025-10-08,Present,9.0,0.0
5866,289,2025-07-18,Late,7.0,2.2
5867,289,02-Nov-2025,Present,7.5,0.0
5868,289,2025-09-21,Late,4.8,0.0
5869,289,2025-08-11,Absent,0.0,0.0
5870,289,2025-02-19,Present,8.9,0.0
5871,289,17/08/2025,Absent,0.0,0.0
5872,289,2025-02-19,Present,9.2,2.8
5873,290,2025-02-17,Present,7.4,0.0
5874,290,09-Jul-2025,Present,9.3,0.0
5875,290,2025-03-14,Present,9.5,0.0
5876,290,2025-06-08,Absent,0.0,0.0
5877,290,10-Jan-2025,Late,5.8,0.0
5878,290,2025-12-07,Absent,0.0,0.0
5879,290,05/07/2025,Late,6.3,0.0
5880,290,2025-05-23,Present,8.9,3.1
5881,290,14-Jun-2025,Present,9.4,0.0
5882,290,02/11/2025,Late,4.8,0.0
5883,290,27-Dec-2025,Leave,0.0,0.0
5884,290,2025-07-27,Present,8.5,2.9
5885,290,2025-01-28,Absent,0.0,0.0
5886,290,10-09-2025,Absent,0.0,
5887,291,2025-11-26,Present,9.2,0.0
5888,291,2025-12-28,Present,9.2,0.0
5889,291,2025-12-19,Present,9.4,0.0
5890,291,2025-12-01,Present,8.3,0.0
5891,291,2025-05-28,Present,9.1,2.0
5892,291,2025-07-20,Present,8.1,0.0
5893,291,2025-09-14,Present,7.6,0.0
5894,291,12-19-2025,Present,9.0,4.0
5895,291,2025-04-27,Present,7.6,0.0
5896,291,2025-04-09,Present,7.1,0.0
5897,291,2025-04-24,Present,9.0,0.0
5898,291,2025-01-05, Present,8.6,0.0
5899,291,2025-02-18,Present,9.4,0.0
5900,291,2025-03-13,Present,7.6,0.0
5901,291,2025-10-09,Leave,0.0,0.0
5902,291,2025-08-03,Present,7.2,0.0
5903,291,2025-11-20,Present,8.2,0.0
5904,291,10/01/2025,Present,7.2,0.0
5905,291,2025-07-23,Leave,0.0,0.0
5906,292,2025-01-17,Late,5.3,0.0
5907,292,2025-04-23,late,4.9,0.0
5908,292,2025-01-13,Late,5.2,0.9
5909,292,05-May-2025,Present,9.4,0.0
5910,292,01-16-2025,Late,5.3,0.0
5911,292,03-31-2025,Present,8.1,0.0
5912,292,2025-10-18,Present,9.2,0.0
5913,292,07/08/2025,Late,6.5,2.7
5914,292,2025-01-16,Present,8.8,0.0
5915,292,2025-09-30,Present,9.1,3.6
5916,292,2025-08-08,Present,8.6,0.0
5917,292,2025-05-13,Present,9.2,0.0
5918,292,2025-06-06,Present,8.3,0.0
5919,292,2025-08-14,Present,7.7,0.0
5920,292,2025-11-21,Present,9.2,0.0
5921,292,2025-01-13,Late,6.1,3.7
5922,292,2025-05-02,Absent,0.0,0.0
5923,292,2025-09-13,Present,7.1,0.0
5924,292,2025-04-15,Present,8.0,0.0
5925,292,2025-03-18,Present,9.4,0.0
5926,292,2025-08-04,LATE,5.2,0.0
5927,292,2025-10-01,Present,9.4,0.0
5928,292,2025-02-21,Present,9.4,3.6
5929,292,2025-08-23,Present,8.4,0.0
5930,292,2025-08-20,Present,8.6,0.0
5931,292,03/08/2025,Present,9.2,0.0
5932,292,2025-06-29,Present,8.9,0.0
5933,293,2025-03-20,Present,8.6,0.0
5934,293,2025-02-09,Present,9.5,0.0
5935,293,2025-08-15,Present,8.7,0.0
5936,293,2025-10-07,PRESENT,9.4,0.0
5937,293,2025-05-19,Present,7.1,0.0
5938,293,2025-08-28,Present,7.3,0.0
5939,293,2025-10-24,Late,5.9,0.0
5940,293,2025-01-08,Absent,0.0,0.0
5941,293,25/02/2025,Present,8.0,0.0
5942,293,17/10/2025,PRESENT,9.0,0.0
5943,293,2025-03-16,Late,5.0,0.0
5944,293,2025-05-20,Present,9.4,0.0
5945,293,06-07-2025,Present,7.8,0.0
5946,293,2025-07-13,Present,8.1,0.0
5947,293,03-19-2025,Late,5.3,0.0
5948,293,10/08/2025,Present,8.4,0.0
5949,293,2025-07-02,Present,7.1,0.0
5950,293,2025-03-30,Absent,0.0,0.0
5951,293,2025-07-24,Present,7.4,0.0
5952,294,2025-05-25,Present,8.9,1.2
5953,294,05-Mar-2025,Late,5.2,0.0
5954,294,2025-09-10,Present,9.0,0.0
5955,294,2025-02-11,Present,7.2,0.0
5956,294,02/01/2025,Present,8.1,0.0
5957,294,2025-06-07,Present,7.1,0.0
5958,294,2025-05-28,PRESENT,7.9,0.0
5959,294,2025-04-02,Present,,0.0
5960,294,2025-05-22,Present,7.2,
5961,294,2025-01-12,Present,9.2,-0.0
5962,294,2025-01-10,Present,9.3,0.9
5963,294,2025-02-21,Present,9.5,0.0
5964,294,2025-03-24,Present,7.7,0.0
5965,294,2025-04-11,Present,7.2,0.0
5966,295,2025-04-06,Absent,0.0,0.0
5967,295,16/01/2025,Absent,0.0,0.0
5968,295,2025-07-25,Absent,0.0,0.0
5969,295,2025-11-09,Present,7.0,0.0
5970,295,2025-01-03,Present,8.0,0.0
5971,295,2025-03-14,Absent,0.0,0.0
5972,295,2025-11-25,Present,,0.0
5973,295,2025-01-30,Absent,,0.0
5974,295,2025-02-01,Present,7.8,0.0
5975,295,2025-11-01,Absent,0.0,0.0
5976,295,2025-10-31,Late,7.0,0.0
5977,295,2025-01-26,Absent,0.0,0.0
5978,295,2025-05-22,Absent,0.0,0.0
5979,295,2025-01-07,Absent,0.0,0.0
5980,295,2025-09-01,Present,8.8,0.0
5981,295,2025-12-20,Absent,,0.0
5982,295,2025-02-20,Absent,0.0,0.0
5983,295,2025-08-27,Present,7.9,0.0
5984,296,2025-01-24,Present,8.8,3.8
5985,296,2025-11-19,Present,7.2,0.0
5986,296,2025-03-21,Present,7.8,0.0
5987,296,2025-12-17,Present,8.2,0.0
5988,296,27-Jan-2025,PRESENT,8.2,0.0
5989,296,2025-10-25,Present,8.4,0.0
5990,296,11-22-2025,Present,7.8,0.0
5991,296,2025-07-06,Present,8.7,0.0
5992,296,09-Feb-2025,Absent,0.0,0.0
5993,296,2025-08-13,Leave,0.0,0.0
5994,296,2025-06-22,Present,8.6,0.0
5995,296,12/01/2025,Present,8.4,
5996,297,2025-09-28,PRESENT,7.3,0.0
5997,297,2025-09-25,Present,8.2,0.0
5998,297,2025-08-28,Present,7.9,2.2
5999,297,2025-04-27,Present,9.3,0.0
6000,297,2025-02-24,Present,8.2,0.0
6001,297,20/09/2025,Absent,0.0,0.0
6002,297,2025-11-12,Present,7.0,
6003,297,2025-03-08,Present,8.1,0.0
6004,297,2025-10-29,Present,9.1,0.0
6005,297,2025-09-04,Present,9.0,2.3
6006,297,2025-04-12,Present,7.6,0.0
6007,297,01-21-2025,Present,8.2,0.0
6008,297,2025-02-24,Present,8.4,4.0
6009,297,27-May-2025,Present,8.6,0.0
6010,297,10-09-2025,Present,8.7,0.0
6011,297,14/09/2025,Absent,0.0,0.0
6012,297,2025-03-28,Present,8.2,0.0
6013,297,2025-05-31,Late,5.6,0.0
6014,297,20/04/2025,Present,9.0,0.0
6015,297,2025-03-25,Present,8.2,4.0
6016,298,2025-10-27,Absent,0.0,0.0
6017,298,2025-07-16,Present,8.1,0.0
6018,298,2025-10-10,Present,7.2,0.0
6019,298,2025-07-23,Present,8.7,
6020,298,15-Aug-2025,Present,7.6,0.0
6021,298,2025-08-12,Present,7.9,3.1
6022,298,2025-10-23,Present,8.2,0.0
