ReviewID,EmployeeID,ReviewDate,PerformanceRating,TrainingHours,ReviewerEmployeeID
663,239,21-Aug-2025,5.0,7.1,784
664,239,2025-08-29,4.0,0.0,230
665,239,2025-09-16,5.0,17.7,212
666,239,2025-09-17,5.0,23.9,900
667,239,2025-09-30,4.0,19.1,476
668,239,17/12/2025,5.0,0.0,32
669,241,2025-01-05,4.0,9.1,330
670,241,2025-08-05,5.0,0.0,807
671,242,2022-07-28,5.0,11.1,509
672,242,2022-09-19,5.0,11.5,169
673,242,12-Sep-2023,5.0,0.0,635
674,242,2024-10-11,4.0,18.8,306
675,242,2025-05-14,5.0,0.0,199
676,243,2024-09-13,2.0,,193
677,243,2024-11-06,2.0,0.0,791
678,243,2025-03-25,3.0,20.9,281
679,243,2025-04-18,4.0,,344
680,243,2025-05-11,3.0,18.7,127
681,244,2023-02-20,1.0,4.7,847
682,244,2024-06-07,1.0,7.8,120
683,244,2025-07-30,2.0,22.9,630
684,246,2024-11-06,4.0,,691
685,247,2024-05-24,2.0,22.4,342
686,247,2024-12-04,2.0,11.5,556
687,247,06-28-2025,2.0,21.2,393
688,247,2025-11-26,2.0,0.0,512
689,248,2022-11-24,4.0,27.4,661
690,248,06-May-2023,3.0,11.6,968
691,248,01-12-2024,4.0,,159
692,248,2024-10-20,3.0,8.1,485
693,249,2024-10-02,3.0,13.9,548
694,249,2025-01-13,4.0,8.5,949
695,249,2025-05-25,4.0,4.8,452
696,249,2025-08-23,5.0,19.1,835
697,250,2024-09-11,1.0,8.5,402
698,250,2024-11-09,1.0,19.5,937
699,250,2025-09-12,,14.9,764
700,250,11-Nov-2025,2.0,9.5,98
701,251,2025-10-15,2.0,4.0,953
702,251,2025-10-25,4.0,6.2,326
703,251,2025-11-21,3.0,2.9,804
704,251,2025-11-29,3.0,5.8,793
705,251,2025-12-14,4.0,17.3,162
706,251,2025-12-24,3.0,20.7,905
707,252,13/11/2025,3.0,22.8,37
708,252,2025-11-14,4.0,20.2,714
709,254,2024-10-24,4.0,17.6,81
710,254,2025-02-23,4.0,0.0,408
711,254,2025-11-22,4.0,4.4,878
712,255,08/03/2023,3.0,26.3,392
713,255,06-09-2024,4.0,15.5,829
714,256,2024-12-10,3.0,0.0,484
715,257,24/01/2023,4.0,19.5,217
716,257,2024-05-15,2.0,18.1,275
717,257,18/12/2024,3.0,0.0,75
718,257,2025-07-31,5.0,3.9,117
719,257,2025-12-01,3.0,19.9,969
720,258,03-28-2025,2.0,,151
721,258,2025-11-28,3.0,14.8,648
722,261,2023-11-09,3.0,12.9,277
723,261,2024-01-08,3.0,14.8,173
724,261,2025-04-16,3.0,27.2,872
725,261,2025-05-03,3.0,10.5,218
726,261,2025-10-02,4.0,19.7,565
727,262,12-26-2025,3.0,12.8,333
728,262,2025-12-28,2.0,9.8,642
729,263,12-02-2024,5.0,6.2,328
730,263,2025-02-14,4.0,,706
731,263,2025-07-14,4.0,19.8,855
732,263,2025-09-04,4.0,14.3,367
733,264,2025-12-24,3.0,5.2,45
734,264,25/12/2025,3.0,4.5,826
735,266,2025-06-29,2.0,1.5,332
736,267,2023-10-24,2.0,10.0,531
737,267,28/02/2024,3.0,13.1,907
738,267,2025-05-19,3.0,16.4,344
739,268,2025-09-10,5.0,9.3,793
740,268,2025-10-24,5.0,9.2,712
741,268,09/11/2025,4.0,10.3,880
742,269,2023-01-22,4.0,0.0,594
743,269,2023-02-05,3.0,2.2,804
744,269,2024-02-29,4.0,25.4,562
745,269,2024-07-12,4.0,16.3,487
746,269,2024-12-25,4.0,24.4,528
747,270,2024-07-20,4.0,10.2,866
748,270,2024-08-07,4.0,12.6,2
749,270,2024-09-08,5.0,12.2,406
750,270,2025-12-10,6.0,2.8,40
751,272,2024-09-12,4.0,5.1,594
752,272,18/05/2025,3.0,6.6,775
753,273,2024-10-23,4.0,16.8,585
754,274,2024-05-11,2.0,15.4,611
755,274,2025-02-11,3.0,16.4,315
756,275,2024-07-10,5.0,17.5,1000
757,275,06-Sep-2024,4.0,0.0,580
758,275,04/10/2024,5.0,13.3,540
759,275,2025-05-10,5.0,0.2,588
760,276,21-Aug-2025,2.0,12.4,477
761,276,25/08/2025,4.0,10.9,511
762,276,2025-10-07,3.0,11.8,199
763,276,2025-12-26,5.0,18.0,53
764,277,2025-10-23,4.0,12.2,979
765,278,2023-08-27,2.0,3.5,236
766,278,2024-12-29,,5.5,21
767,278,2025-12-19,1.0,12.6,167
768,279,2025-02-11,3.0,12.0,226
769,280,2025-01-17,1.0,7.0,208
770,281,2024-08-03,5.0,15.5,817
771,282,2024-01-10,3.0,0.0,578
772,282,2024-04-01,3.0,13.3,506
773,282,2024-10-27,3.0,6.3,593
774,282,2025-02-10,3.0,11.4,140
775,282,2025-02-27,4.0,12.0,362
776,284,2023-09-27,3.0,10.2,797
777,284,2024-02-10,2.0,19.2,148
778,284,25/04/2024,3.0,28.4,960
779,284,2024-12-20,3.0,8.0,859
780,284,2025-06-07,2.0,19.6,713
781,285,2024-11-01,4.0,18.5,648
782,285,2025-03-24,4.0,14.8,107
783,286,2025-10-15,2.0,18.2,383
784,286,2025-10-25,2.0,,226
785,287,02-14-2023,3.0,12.8,720
786,287,2023-09-25,3.0,8.6,367
787,288,03-04-2025,3.0,4.0,522
788,288,2025-05-26,2.0,9.1,801
789,289,2025-12-25,,4.0,800
790,289,31/12/2025,3.0,9.3,707
791,290,11/02/2025,3.0,1.4,777
792,290,2025-07-08,5.0,31.4,81
793,291,2025-11-09,3.0,21.8,100
794,291,2025-11-14,3.0,24.8,132
795,291,2025-11-14,4.0,12.8,688
796,291,2025-11-27,2.0,5.0,847
797,291,2025-12-16,4.0,13.6,115
798,291,2025-12-24,3.0,6.2,91
799,292,2024-04-16,2.0,0.9,715
800,292,2024-08-28,2.0,21.9,75
801,292,2025-01-04,2.0,14.7,19
802,292,2025-01-31,1.0,5.4,695
803,292,2025-02-03,3.0,7.2,708
804,292,2025-02-12,3.0,7.1,73
805,292,2025-02-28,2.0,16.1,399
806,292,2025-03-25,2.0,15.1,852
807,292,2025-05-23,2.0,2.9,547
808,292,2025-09-09,2.0,7.7,96
809,293,2025-10-08,1.0,20.3,253
810,293,2025-10-21,1.0,15.9,912
811,293,2025-12-10,1.0,3.1,494
812,294,2025-08-25,3.0,13.0,595
813,294,2025-10-13,3.0,3.5,867
814,295,2025-10-16,3.0,13.4,963
815,295,2025-11-13,4.0,10.6,635
816,295,2025-12-16,4.0,19.0,650
817,296,2025-02-21,3.0,9.8,343
818,297,2024-07-04,2.0,2.2,458
819,297,2024-09-29,2.0,11.5,195
820,297,2025-04-30,3.0,9.6,887
821,297,01-Aug-2025,2.0,19.3,506
822,298,26-Nov-2025,1.0,23.0,59
823,299,2024-06-02,5.0,11.8,651
824,299,2024-12-28,4.0,25.0,183
825,299,2025-03-04,6.0,12.7,964
826,300,03-04-2024,2.0,22.6,311
827,300,10/12/2024,1.0,14.0,947
828,300,2024-12-25,2.0,12.2,21
829,301,2025-04-20,3.0,4.5,163
830,302,2025-09-04,3.0,15.9,978
831,302,2025-11-11,3.0,13.5,435
832,302,2025-12-07,5.0,23.4,986
833,303,31-Jan-2023,3.0,1.8,346
834,303,2023-10-25,4.0,2.6,374
835,303,2023-11-05,,11.9,844
836,303,2024-03-24,5.0,,34
837,303,2024-06-07,5.0,9.8,87
838,303,12-08-2024,5.0,11.1,161
839,304,2025-06-23,3.0,15.4,17
840,305,2024-12-05,4.0,0.0,245
841,306,2023-01-12,,6.5,446
842,306,2023-06-18,5.0,0.0,550
843,306,2025-07-14,4.0,12.8,893
844,308,2024-10-05,3.0,36.1,354
845,308,2024-10-08,3.0,,393
846,308,2024-10-19,4.0,6.6,301
847,308,2024-11-07,4.0,10.7,409
848,309,2025-10-11,3.0,27.7,791
849,309,2025-11-08,3.0,9.8,687
850,309,2025-12-29,4.0,23.2,207
851,309,30-Dec-2025,3.0,8.4,392
852,310,15/11/2022,2.0,10.9,536
853,310,07-10-2023,2.0,16.3,762
854,310,2023-11-01,3.0,9.3,97
855,310,2024-01-13,2.0,7.4,417
856,310,2024-04-05,2.0,8.0,520
857,310,2025-11-12,2.0,0.2,860
858,311,2024-01-18,3.0,,676
859,311,2024-05-05,4.0,9.5,611
860,311,2024-10-20,3.0,10.3,2
861,311,2025-06-06,3.0,16.4,705
862,311,10/06/2025,3.0,0.0,538
863,312,2025-02-03,4.0,13.1,951
864,312,2025-02-20,2.0,0.0,528
865,312,2025-03-15,1.0,11.3,481
866,312,2025-06-21,2.0,17.6,904
867,312,2025-07-30,2.0,2.5,987
868,312,2025-09-15,1.0,11.2,59
869,314,09-25-2023,5.0,1.9,819
870,314,2023-12-04,5.0,0.0,400
871,314,2024-04-14,5.0,0.7,473
872,314,2024-07-01,5.0,19.5,552
873,314,04-Sep-2025,5.0,25.5,800
874,315,13/01/2024,4.0,13.9,92
875,316,2024-04-26,3.0,20.5,287
876,316,2024-10-13,3.0,15.5,162
877,317,2024-05-09,4.0,0.0,145
878,317,2024-10-06,4.0,31.1,793
879,317,2024-12-09,5.0,10.0,272
880,317,2025-03-17,5.0,6.0,648
881,317,09-12-2025,,12.6,204
882,317,2025-09-21,5.0,9.3,640
883,318,2024-09-21,4.0,5.4,443
884,318,2025-03-04,4.0,12.0,873
885,318,2025-11-29,3.0,2.0,642
886,319,2024-09-24,3.0,11.0,256
887,319,29-Nov-2024,3.0,11.6,504
888,319,2025-03-03,4.0,13.0,161
889,319,2025-07-27,2.0,12.8,262
890,319,2025-09-09,3.0,11.6,886
891,320,2025-08-21,4.0,15.2,731
892,321,2024-10-13,1.0,12.9,237
893,321,2025-01-01,1.0,13.9,142
894,321,2025-01-02,1.0,9.4,314
895,321,2025-03-26,1.0,13.1,971
896,322,2024-10-10,3.0,1.3,413
897,322,2024-11-13,2.0,19.9,702
898,322,2025-04-27,3.0,22.2,630
899,322,2025-06-29,1.0,16.0,662
900,323,2025-11-19,3.0,4.0,414
901,325,2024-02-10,3.0,13.3,406
902,325,2025-01-21,3.0,4.6,603
903,326,30/11/2023,3.0,17.5,720
904,326,2024-04-04,3.0,3.4,417
905,326,2024-07-18,3.0,9.5,633
906,326,2024-11-12,2.0,17.0,368
907,326,2024-11-16,3.0,5.2,683
908,326,2025-02-03,4.0,26.5,537
909,326,2025-11-10,3.0,15.4,172
910,327,2025-05-24,2.0,0.0,877
911,327,08-Aug-2025,2.0,12.8,907
912,327,21/12/2025,2.0,9.5,440
913,328,2023-08-03,1.0,3.2,574
914,328,2023-09-22,1.0,25.8,954
915,328,2024-01-25,1.0,13.5,49
916,328,2024-04-23,2.0,7.8,190
917,328,2024-06-09,1.0,11.7,886
918,328,2024-09-28,,1.7,402
919,328,2025-02-03,1.0,14.2,174
920,329,12/09/2025,3.0,11.5,487
921,329,2025-10-30,3.0,4.6,447
922,329,2025-12-13,2.0,8.0,49
923,330,2025-11-07,3.0,9.7,273
924,330,2025-11-13,4.0,18.2,112
925,330,11-23-2025,4.0,13.8,296
926,330,11-23-2025,3.0,5.2,150
927,330,2025-11-23,3.0,6.4,710
928,330,2025-12-20,4.0,2.8,694
929,331,2025-07-24,3.0,10.4,433
930,331,2025-09-03,3.0,21.3,73
931,331,2025-09-19,2.0,8.9,892
932,331,2025-09-29,2.0,13.9,405
933,332,01-10-2024,3.0,1.2,414
934,332,03/08/2024,2.0,0.0,305
935,334,2023-04-13,3.0,9.3,915
936,334,2023-04-14,3.0,9.1,397
937,334,2024-01-12,2.0,21.1,996
938,334,2024-07-06,3.0,2.5,707
939,334,2024-11-04,3.0,5.0,11
940,334,05-03-2025,4.0,17.7,985
941,334,2025-08-04,3.0,25.7,940
942,334,2025-09-23,4.0,10.2,366
943,335,2025-10-19,2.0,9.1,74
944,336,2024-12-07,2.0,25.9,632
945,338,2025-03-22,2.0,18.9,775
946,338,05/11/2025,3.0,9.6,542
947,339,2024-09-01,5.0,0.0,801
948,339,2024-11-16,4.0,8.1,230
949,339,2025-02-19,5.0,,505
950,339,2025-02-22,3.0,21.9,484
951,339,2025-05-18,5.0,3.7,746
952,339,2025-06-03,4.0,1.6,494
953,339,2025-10-09,5.0,13.2,933
954,340,2025-04-15,,8.4,173
955,340,04-19-2025,1.0,14.7,495
956,340,26/05/2025,1.0,12.2,523
957,340,2025-06-20,1.0,,320
958,341,2022-10-12,2.0,15.2,684
959,341,2023-05-13,3.0,20.4,504
960,341,2025-05-25,2.0,11.5,656
961,342,07-09-2024,5.0,13.0,437
962,342,2024-08-06,3.0,11.4,999
963,342,2024-08-18,4.0,2.6,109
964,342,2025-05-19,5.0,16.7,164
965,342,2025-08-21,3.0,11.3,287
966,343,2024-11-17,3.0,0.0,460
967,343,2025-05-24,3.0,1.9,624
968,343,2025-07-24,4.0,8.3,581
969,343,2025-09-22,3.0,8.9,615
970,344,11/08/2024,4.0,14.9,417
971,344,2024-09-17,4.0,10.2,724
972,344,23-Apr-2025,5.0,14.8,565
973,344,2025-05-19,3.0,,125
974,344,2025-12-03,3.0,9.6,182
975,345,2024-04-23,3.0,16.9,412
976,345,2024-08-15,2.0,33.9,987
977,345,2025-09-17,2.0,0.0,93
978,346,2024-10-14,4.0,,854
979,346,27-Oct-2024,4.0,8.3,193
980,346,2025-03-08,4.0,,147
981,346,2025-05-14,4.0,0.2,332
982,346,2025-06-07,2.0,15.1,811
983,346,22/07/2025,3.0,11.2,534
984,346,2025-10-14,4.0,5.0,960
985,347,2024-12-28,3.0,6.6,516
986,348,2023-06-12,4.0,16.6,872
987,348,2023-07-25,3.0,3.4,164
988,348,09/02/2024,4.0,20.4,283
989,348,2024-06-03,4.0,4.0,472
990,348,10-27-2024,4.0,0.0,77
991,349,2024-02-07,3.0,15.9,914
992,349,17/12/2024,2.0,,325
993,349,2025-03-08,4.0,17.2,72
994,349,2025-03-18,3.0,11.5,953
995,349,2025-05-13,4.0,3.0,187
996,350,2025-03-04,3.0,19.3,270
997,350,2025-08-10,,14.7,114
998,351,10-29-2025,2.0,4.4,132
999,351,12-24-2025,3.0,16.1,515
1000,352,2025-02-20,3.0,13.0,514
1001,352,12/10/2025,3.0,7.8,432
1002,353,2025-02-24,4.0,2.8,476
1003,355,2025-06-27,3.0,12.0,907
1004,355,2025-06-30,2.0,2.3,763
1005,355,2025-07-25,2.0,6.1,155
1006,355,2025-07-31,3.0,16.8,680
1007,355,2025-09-30,3.0,10.1,246
1008,355,2025-10-11,3.0,15.8,198
1009,355,2025-10-27,3.0,0.9,390
1010,355,2025-11-21,3.0,21.8,129
1011,356,2025-03-24,4.0,12.6,787
1012,356,2025-09-15,5.0,7.5,250
1013,356,2025-09-29,5.0,12.3,690
1014,356,2025-11-15,5.0,12.0,574
1015,357,2023-10-22,2.0,7.4,832
1016,357,2024-03-10,1.0,15.3,484
1017,359,25/10/2025,4.0,16.8,339
1018,359,2025-11-21,4.0,,968
1019,361,2025-04-15,1.0,18.8,167
1020,361,2025-05-21,1.0,14.3,603
1021,361,2025-06-23,2.0,18.8,20
1022,361,2025-07-05,2.0,6.7,319
1023,361,2025-08-09,1.0,7.8,369
1024,361,2025-08-26,2.0,0.0,559
1025,361,2025-09-15,2.0,4.9,819
1026,361,2025-09-26,2.0,14.8,580
1027,362,06-18-2025,2.0,10.2,860
1028,362,2025-07-22,3.0,,618
1029,362,2025-08-07,3.0,2.2,951
1030,362,11/09/2025,3.0,1.0,373
1031,362,2025-10-21,4.0,11.1,142
1032,362,2025-11-16,3.0,0.0,298
1033,363,2023-10-06,2.0,17.1,348
1034,363,2025-12-01,1.0,7.7,871
1035,364,2023-12-23,3.0,8.6,848
1036,364,2024-01-10,4.0,15.0,324
1037,364,23-Aug-2024,4.0,22.3,808
1038,365,2025-06-13,2.0,14.7,814
1039,365,2025-11-29,2.0,3.2,972
1040,367,08/12/2023,4.0,21.9,409
1041,367,2025-12-05,4.0,13.0,659
1042,368,2024-12-13,2.0,21.1,526
1043,368,2025-06-16,3.0,28.2,46
1044,368,2025-06-20,2.0,18.9,593
1045,368,07-03-2025,3.0,9.3,324
1046,368,2025-09-17,4.0,15.2,583
1047,370,2025-05-05,2.0,11.1,345
1048,370,11-Jun-2025,2.0,8.3,540
1049,370,07-09-2025,3.0,19.9,642
1050,370,2025-08-03,3.0,6.0,524
1051,370,2025-12-05,3.0,17.8,253
1052,371,21/07/2024,1.0,12.9,159
1053,372,2022-08-03,3.0,,173
1054,372,2024-05-17,3.0,15.9,114
1055,372,2025-01-06,3.0,12.0,110
1056,373,2025-06-17,4.0,11.5,995
1057,373,2025-06-24,4.0,0.0,681
1058,373,06-28-2025,4.0,0.0,838
1059,373,2025-09-03,4.0,12.5,45
1060,373,2025-12-18,5.0,4.0,165
1061,374,2025-12-17,5.0,23.7,187
1062,374,2025-12-21,4.0,0.0,538
1063,374,2025-12-25,5.0,2.5,900
1064,374,2025-12-27,4.0,19.4,873
1065,375,06/11/2024,5.0,4.0,264
1066,376,11-19-2025,4.0,8.5,519
1067,377,2025-09-04,3.0,27.5,881
1068,377,2025-09-15,3.0,8.9,673
1069,377,2025-09-26,5.0,16.6,604
1070,377,2025-11-09,4.0,4.8,678
1071,378,2025-12-28,2.0,3.7,97
1072,379,15/02/2025,,21.8,566
1073,379,2025-10-10,2.0,9.1,114
1074,380,2025-12-04,1.0,0.0,769
1075,380,2025-12-11,1.0,18.2,566
1076,380,12-31-2025,1.0,12.7,716
1077,381,2024-02-22,2.0,10.8,800
1078,381,2024-06-05,3.0,2.2,71
1079,381,2024-12-23,3.0,18.8,324
1080,381,2025-12-23,2.0,10.3,248
1081,382,2025-11-13,4.0,0.0,228
1082,382,2025-12-04,3.0,22.3,972
1083,384,2024-10-07,4.0,22.1,781
1084,384,2024-10-18,3.0,17.3,655
1085,385,2025-09-16,3.0,10.6,605
1086,385,2025-09-22,4.0,2.0,202
1087,387,2025-04-23,2.0,16.4,235
1088,387,04-24-2025,4.0,3.4,54
1089,387,2025-10-29,1.0,18.5,239
1090,388,2024-04-19,4.0,8.3,966
1091,388,2024-09-22,5.0,9.9,966
1092,388,2025-02-08,4.0,17.8,477
1093,388,2025-09-14,5.0,9.5,561
1094,390,2025-04-06,2.0,4.7,821
1095,390,13/05/2025,3.0,9.1,406
1096,390,2025-12-07,2.0,1.7,445
1097,390,2025-12-22,3.0,7.9,750
1098,391,2025-08-19,3.0,2.4,661
1099,391,2025-08-30,4.0,10.4,79
1100,391,2025-10-26,4.0,,916
1101,391,2025-10-31,3.0,5.0,419
1102,391,2025-11-13,5.0,20.3,943
1103,391,24/12/2025,5.0,15.9,4
1104,393,2025-07-06,3.0,3.0,688
1105,393,2025-08-14,3.0,3.0,59
1106,393,01/12/2025,2.0,14.9,379
1107,394,2025-10-11,3.0,10.4,506
1108,394,2025-11-17,3.0,13.7,870
1109,396,2025-09-29,2.0,3.3,29
1110,396,10-10-2025,3.0,13.0,781
1111,397,2024-03-09,3.0,0.0,973
1112,397,2024-06-01,3.0,7.9,638
1113,397,2025-04-18,,11.5,391
1114,397,2025-07-02,4.0,30.1,874
1115,397,2025-11-14,4.0,6.3,99
1116,398,2024-04-07,4.0,19.7,767
1117,398,2025-11-14,4.0,17.0,644
1118,398,2025-11-23,5.0,13.5,483
1119,399,2022-09-12,4.0,9.1,468
1120,399,2022-10-06,4.0,7.3,613
1121,399,2023-06-11,5.0,21.8,510
1122,399,2023-11-17,5.0,7.4,749
1123,399,2024-03-29,5.0,7.3,730
1124,399,2025-02-20,5.0,17.6,717
1125,399,2025-08-21,5.0,7.7,138
1126,400,2022-06-29,2.0,15.5,115
1127,400,2023-07-23,2.0,15.7,844
1128,400,2025-03-16,2.0,16.2,602
1129,402,07-24-2025,3.0,8.2,640
1130,403,22/06/2025,3.0,11.2,109
1131,403,2025-09-08,3.0,,487
1132,403,2025-10-12,4.0,1.2,300
1133,403,2025-10-24,3.0,31.1,896
1134,404,2024-02-19,2.0,8.9,596
1135,404,2024-06-16,2.0,11.1,933
1136,404,2024-07-26,2.0,10.1,710
1137,404,2025-06-28,2.0,20.4,560
1138,406,2024-05-16,2.0,4.0,201
1139,406,2025-11-18,2.0,4.3,823
1140,407,2025-03-09,5.0,12.0,303
1141,407,2025-11-29,5.0,0.0,847
1142,407,2025-12-18,5.0,18.0,311
1143,408,15/08/2022,3.0,16.9,684
1144,408,06-Oct-2023,3.0,13.1,402
1145,408,2025-08-14,4.0,2.4,904
1146,409,2024-02-05,4.0,17.4,109
1147,409,2025-06-29,3.0,16.5,846
1148,411,2024-05-02,2.0,12.7,356
1149,411,2024-06-23,3.0,9.2,971
1150,411,2024-07-13,3.0,13.9,755
1151,411,2024-10-16,3.0,0.0,832
1152,411,05/02/2025,3.0,2.8,882
1153,411,2025-12-25,3.0,12.6,740
1154,412,2025-08-10,,16.2,592
1155,412,2025-09-13,1.0,20.6,962
1156,412,2025-10-20,1.0,0.0,610
1157,412,2025-11-10,3.0,13.5,481
1158,412,2025-11-17,3.0,5.2,659
1159,412,2025-11-18,1.0,25.4,135
1160,412,12-13-2025,2.0,15.9,543
1161,413,2022-12-17,5.0,9.3,953
1162,413,2024-06-09,5.0,24.8,435
1163,414,2024-08-21,2.0,19.5,878
1164,414,2024-10-24,1.0,21.0,166
1165,414,2024-12-06,1.0,20.1,802
1166,414,2025-02-08,2.0,11.2,493
1167,414,2025-03-20,2.0,10.0,894
1168,415,25-Jul-2025,2.0,10.4,610
1169,415,2025-10-29,4.0,22.4,917
1170,416,2024-12-20,2.0,14.1,729
1171,416,2025-05-24,3.0,10.9,647
1172,417,2024-08-03,3.0,15.6,798
1173,418,05/11/2023,2.0,5.3,996
1174,418,2025-06-27,3.0,24.2,790
1175,419,2024-07-30,4.0,2.1,403
1176,419,2024-12-07,4.0,14.3,536
1177,419,2025-08-14,4.0,24.7,475
1178,420,2025-10-18,4.0,28.4,930
1179,420,2025-10-23,4.0,9.7,419
1180,420,2025-12-13,5.0,18.6,303
1181,421,01-Jun-2024,2.0,12.7,547
1182,421,2025-07-06,3.0,10.8,810
1183,422,2025-01-16,3.0,5.5,273
1184,422,2025-04-01,2.0,12.9,40
1185,422,2025-06-06,3.0,16.2,595
1186,422,2025-08-09,3.0,1.3,443
1187,422,2025-11-16,3.0,20.4,111
1188,423,2025-08-29,3.0,8.5,452
1189,423,2025-10-12,3.0,7.0,791
1190,423,10-28-2025,3.0,5.0,646
1191,423,03/11/2025,5.0,17.4,859
1192,424,2025-03-23,4.0,23.6,117
1193,425,2023-04-15,1.0,14.7,430
1194,425,2024-07-27,2.0,20.9,974
1195,425,2025-07-09,2.0,,224
1196,426,2024-02-21,3.0,9.6,157
1197,426,29/02/2024,4.0,14.0,121
1198,426,2024-10-13,3.0,29.2,36
1199,426,2024-10-16,4.0,18.2,603
1200,426,2025-02-26,5.0,0.0,104
1201,427,2025-08-14,4.0,18.6,888
1202,427,2025-11-25,4.0,9.8,187
1203,427,12-02-2025,4.0,1.8,444
1204,427,2025-12-20,4.0,19.3,630
1205,428,2024-07-20,5.0,,808
1206,428,2025-04-05,5.0,15.2,517
1207,428,09-Apr-2025,5.0,14.0,714
1208,428,2025-05-15,4.0,3.8,855
1209,428,2025-06-10,4.0,9.4,853
1210,428,2025-11-01,4.0,15.3,245
1211,430,29/03/2025,4.0,14.5,830
1212,430,2025-04-18,4.0,21.6,831
1213,431,2025-06-08,3.0,20.1,67
1214,431,2025-06-14,3.0,21.0,579
1215,431,2025-06-16,4.0,16.6,423
1216,431,2025-07-30,3.0,12.8,816
1217,431,2025-08-27,3.0,8.0,530
1218,431,2025-12-16,4.0,4.3,179
1219,431,2025-12-29,4.0,10.8,312
1220,432,2023-01-24,4.0,6.5,909
1221,432,2023-05-16,2.0,9.2,48
1222,432,2023-10-01,2.0,20.5,46
1223,432,2025-01-08,2.0,6.6,441
1224,432,2025-06-20,3.0,18.0,485
1225,432,2025-12-04,2.0,16.7,570
1226,433,2025-12-09,3.0,4.7,162
1227,433,2025-12-30,3.0,0.0,470
1228,435,2022-10-07,4.0,20.1,309
1229,435,2022-12-16,2.0,18.4,742
1230,435,2024-05-11,2.0,19.3,731
1231,435,2024-08-25,2.0,9.1,480
1232,435,2025-07-24,3.0,6.7,826
1233,435,2025-11-11,4.0,19.2,991
1234,436,30-Oct-2023,3.0,20.2,634
1235,436,2023-12-28,2.0,2.2,847
1236,436,2024-03-24,4.0,17.9,970
1237,438,2024-04-06,3.0,0.0,703
1238,438,2024-07-06,2.0,15.3,366
1239,439,09-09-2024,,21.7,900
1240,439,2025-04-16,5.0,14.7,802
1241,440,13-Sep-2024,5.0,3.7,28
1242,440,2024-12-31,5.0,11.4,500
1243,440,2025-01-04,5.0,12.2,703
1244,441,2024-05-17,5.0,11.3,442
1245,441,2024-06-28,5.0,20.0,656
1246,441,2024-09-03,5.0,0.1,712
1247,441,2025-05-10,5.0,23.5,695
1248,443,2024-07-26,4.0,2.2,52
1249,443,2024-08-31,3.0,0.2,33
1250,443,2025-01-12,3.0,21.0,267
1251,443,2025-01-28,4.0,9.0,336
1252,443,2025-03-16,4.0,5.6,384
1253,443,2025-08-22,5.0,12.1,481
1254,444,2024-07-20,3.0,16.7,820
1255,444,2024-11-09,4.0,24.8,344
1256,444,12-04-2024,3.0,20.7,634
1257,444,2025-04-06,3.0,7.1,187
1258,444,2025-05-18,3.0,3.2,154
1259,444,2025-11-06,3.0,,156
1260,444,2025-11-28,4.0,2.1,883
1261,445,2022-10-07,1.0,3.1,950
1262,445,12-16-2022,2.0,9.6,814
1263,445,16/05/2023,3.0,7.6,355
1264,445,2024-10-27,4.0,0.0,739
1265,446,2023-01-29,2.0,18.3,305
1266,446,2024-02-23,3.0,9.3,279
1267,446,18/12/2024,3.0,18.5,139
1268,446,2025-02-10,2.0,14.5,654
1269,446,2025-12-05,3.0,7.1,58
1270,448,2023-10-29,4.0,5.3,520
1271,450,2024-03-11,3.0,2.0,216
1272,451,2025-10-15,2.0,3.5,969
1273,452,2023-10-13,2.0,,388
1274,452,2024-03-07,3.0,14.9,752
1275,452,2025-10-15,3.0,9.2,953
1276,453,2025-05-14,4.0,12.3,288
1277,453,24/05/2025,3.0,28.9,855
1278,453,2025-06-20,3.0,21.8,742
1279,453,2025-09-03,4.0,7.4,440
1280,453,2025-09-11,3.0,3.7,428
1281,453,2025-09-24,4.0,25.9,538
1282,453,2025-12-10,4.0,13.2,484
1283,453,2025-12-29,4.0,12.6,658
1284,453,2025-12-29,5.0,14.3,811
1285,454,2025-12-14,3.0,6.4,124
1286,454,2025-12-31,2.0,0.0,819
1287,455,03/07/2023,4.0,10.8,128
1288,455,2024-11-18,3.0,0.0,83
1289,455,2025-06-13,3.0,5.8,979
1290,456,2024-04-29,4.0,14.7,151
1291,456,2025-03-28,5.0,1.1,241
1292,456,2025-05-18,4.0,1.6,42
1293,457,2025-01-03,5.0,23.9,714
1294,457,2025-05-10,4.0,0.0,352
1295,458,23-Dec-2024,3.0,12.4,624
1296,458,03-04-2025,3.0,17.9,553
1297,458,2025-03-21,4.0,3.1,3
1298,458,2025-05-16,3.0,18.8,766
1299,458,2025-07-05,3.0,14.4,761
1300,458,2025-10-16,3.0,28.0,691
1301,458,2025-11-24,3.0,21.2,648
1302,459,2024-07-01,1.0,26.3,687
1303,459,2025-05-15,1.0,13.5,426
1304,460,2024-11-07,3.0,1.2,852
1305,460,2025-07-27,4.0,20.2,231
1306,461,2023-05-31,5.0,17.9,557
1307,461,21-Jan-2024,5.0,6.5,386
1308,461,2024-02-12,5.0,11.9,885
1309,461,19-Feb-2024,5.0,15.1,65
1310,461,25-Jun-2025,5.0,6.5,702
1311,461,2025-07-25,5.0,17.2,29
1312,462,2024-01-12,5.0,8.7,244
1313,462,2024-02-21,5.0,16.2,879
1314,463,2024-08-20,2.0,25.4,373
